,zona,enderecos_lista,area,quartos,aluguel
749,leste,"Rua Amarais, Vila Carrão, São Paulo Zona Leste, São Paulo",40.0,1.0,1300
750,leste,"Rua Manuel Sequeira E Sá, Jardim Independencia, São Paulo Zona Leste, São Paulo",76.0,2.0,1400
751,leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",126.0,3.0,1872
752,leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",44.0,2.0,1500
753,leste,"Rua Tabatinguera, Cidade Tiradentes, São Paulo Zona Leste, São Paulo",30.0,1.0,1170
754,leste,"Rua Cristóvão De Figueiredo, Jardim Belém, São Paulo Zona Leste, São Paulo",120.0,2.0,1500
755,leste,"Rua Francisco Coimbra, Penha De Franca, São Paulo Zona Leste, São Paulo",73.0,2.0,1800
756,leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",49.0,2.0,1100
757,leste,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",30.0,1.0,1800
758,leste,"Rua José Macedo, Vila Macedópolis, São Paulo Zona Leste, São Paulo",30.0,1.0,945
759,leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",32.0,1.0,1500
760,leste,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",84.0,3.0,2200
761,leste,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",72.0,2.0,1750
762,leste,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",50.0,2.0,1155
763,leste,"Rua Jaime Taveira, Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",52.0,2.0,1550
764,leste,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",160.0,3.0,2500
765,leste,"Rua Imbaçal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",48.0,2.0,1260
766,leste,"Rua Capitão José Leite, Vila Matilde, São Paulo Zona Leste, São Paulo",119.0,2.0,1700
767,leste,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",54.0,2.0,1260
768,leste,"Rua José Bauman, Jardim Redil, São Paulo Zona Leste, São Paulo",48.0,2.0,1610
769,leste,"Praça Visconde De Sousa Fontes, Parque Da Mooca, São Paulo Zona Leste, São Paulo",228.0,4.0,6200
770,leste,"Avenida Antônio Manograsso, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",200.0,3.0,2430
771,leste,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",146.0,3.0,6000
772,leste,"Rua Anália Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",270.0,4.0,4190
773,leste,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",40.0,3.0,2620
774,leste,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",150.0,3.0,2420
775,leste,"Rua Coronel Donato, Vila Matilde, São Paulo Zona Leste, São Paulo",212.0,3.0,6000
776,leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",62.0,2.0,5000
777,leste,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",400.0,3.0,2900
778,leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",53.0,2.0,1768
779,leste,"Rua Iguatu, Jardim Nordeste, São Paulo Zona Leste, São Paulo",37.0,1.0,850
780,leste,"Rua André Vidal, Tatuapé, São Paulo Zona Leste, São Paulo",88.0,3.0,2900
781,leste,"Rua Almeida Brandão, Vila Guilhermina, São Paulo Zona Leste, São Paulo",80.0,3.0,1300
782,leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",83.0,3.0,4850
783,leste,"Rua Padre Antônio De Sá, Tatuapé, São Paulo Zona Leste, São Paulo",106.0,3.0,2600
784,leste,"Rua Fidelis Papini, Vila Prudente, São Paulo Zona Leste, São Paulo",72.0,3.0,1976
785,leste,"Rua Vênus, Vila Formosa, São Paulo Zona Leste, São Paulo",286.0,3.0,2500
786,leste,"Rua Waldomiro Fonseca, Vila Regina ( Zona Leste), São Paulo Zona Leste, São Paulo",67.0,3.0,1500
787,leste,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",160.0,3.0,2600
788,leste,"Rua Arinaia, Belenzinho, São Paulo Zona Leste, São Paulo",180.0,4.0,7999
789,leste,"Rua Honório Maia, Maranhão, São Paulo Zona Leste, São Paulo",65.0,3.0,1700
790,leste,"Rua Guajabaras, Vila Verde, São Paulo Zona Leste, São Paulo",200.0,3.0,2080
791,leste,"Rua Redenção, Chácara Tatuapé, São Paulo Zona Leste, São Paulo",247.0,3.0,2410
792,leste,"Rua Tijuco Preto, Tatuapé, São Paulo Zona Leste, São Paulo",70.0,3.0,3500
793,leste,"Rua Liverpool, Vila Londrina, São Paulo Zona Leste, São Paulo",120.0,2.0,1872
794,leste,"Rua Cajazeiras, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",50.0,2.0,1100
795,leste,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",70.0,1.0,1000
796,leste,"Rua Olho Dágua Do Borges, Vila Silvia, São Paulo Zona Leste, São Paulo",65.0,2.0,1417
797,leste,"Avenida Hermilo Alves, Vila Ré, São Paulo Zona Leste, São Paulo",103.0,2.0,1560
798,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,1560
799,leste,"Rua Amélia De Freitas Beviláqua, Vila Ré, São Paulo Zona Leste, São Paulo",45.0,1.0,700
800,leste,"Rua Diogo Jacome, Limoeiro, São Paulo Zona Leste, São Paulo",60.0,1.0,4265
801,leste,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",65.0,1.0,1600
802,leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",60.0,2.0,1260
803,leste,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",70.0,1.0,1470
804,leste,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",220.0,2.0,2400
805,leste,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",54.0,2.0,2600
806,leste,"Rua Dias Leme, Moóca, São Paulo Zona Leste, São Paulo",107.0,2.0,3600
807,leste,"Rua Emílio Mallet, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",80.0,2.0,3000
808,leste,"Rua Iguaré, Tatuapé, São Paulo Zona Leste, São Paulo",50.0,2.0,1200
809,leste,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",52.0,2.0,1845
810,leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",117.0,3.0,2754
811,leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",35.0,1.0,1100
812,leste,"Rua Atucuri, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",64.0,2.0,2000
813,leste,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",35.0,1.0,1260
814,leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",56.0,2.0,1900
815,leste,"Rua São Jorge, Parque São Jorge, São Paulo Zona Leste, São Paulo",66.0,2.0,3060
816,leste,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",37.0,1.0,1560
817,leste,"Avenida Olga Fadel Abarca, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",54.0,2.0,1560
818,leste,"Rua Serra De Botucatu, Chácara Califórnia, São Paulo Zona Leste, São Paulo",54.0,2.0,1600
819,leste,"Avenida Ibiúna, Chácara Califórnia, São Paulo Zona Leste, São Paulo",35.0,2.0,1872
820,leste,"Rua Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",70.0,2.0,3000
821,leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",50.0,2.0,2000
822,leste,"Rua Tijuco Preto, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",100.0,2.0,3000
823,leste,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",224.0,3.0,15000
824,leste,"Rua: Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",65.0,2.0,3300
825,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,3264
826,leste,"Rua João Viêira Prioste, Vila Carrão, São Paulo Zona Leste, São Paulo",50.0,2.0,3000
827,leste,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",62.0,3.0,2020
828,leste,"Rua Ernesto Dos Santos, Jardim Independencia, São Paulo Zona Leste, São Paulo",200.0,3.0,4000
829,leste,"Rua Antônio Muniz Fagundes, Vila Virginia, São Paulo Zona Leste, São Paulo",180.0,4.0,2850
830,leste,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",57.0,2.0,2000
831,leste,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",50.0,2.0,2520
832,leste,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",62.0,2.0,2100
833,leste,"Rua Henrique Sertório, Alto Da Mooca, São Paulo Zona Leste, São Paulo",49.0,2.0,2387
834,leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",35.0,1.0,1100
835,leste,"Rua Cristianópolis, Alto Da Mooca, São Paulo Zona Leste, São Paulo",120.0,3.0,2700
836,leste,"Rua Madrid, Parque Sevilha, São Paulo Zona Leste, São Paulo",180.0,3.0,5000
837,leste,"Rua Cristóvão De Vasconcelos, Jardim Adutora, São Paulo Zona Leste, São Paulo",100.0,1.0,1520
838,leste,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",73.0,2.0,1500
839,leste,"Rua Francisco Pizarro, Parque Boturussu, São Paulo Zona Leste, São Paulo",90.0,3.0,2520
840,leste,"Rua Doutor Vicente Giacaglini, Vila Bela, São Paulo Zona Leste, São Paulo",76.0,2.0,2430
841,leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",52.0,2.0,2288
842,leste,"Rua Nhengaibas, Vila Graciosa, São Paulo Zona Leste, São Paulo",107.0,3.0,3960
843,leste,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",70.0,3.0,3700
844,leste,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",315.0,3.0,3500
845,leste,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",250.0,4.0,2600
846,leste,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",57.0,2.0,2520
847,leste,"Rua Lagoa De Dentro, Vila Silvia, São Paulo Zona Leste, São Paulo",44.0,2.0,1340
848,leste,"Rua Paulo Lopes De Leão, Itaquera, São Paulo Zona Leste, São Paulo",100.0,1.0,1100
849,leste,"Rua Moisés Justino, Vila Nhocune, São Paulo Zona Leste, São Paulo",100.0,2.0,1260
850,leste,"Rua Andrade Reis, Moóca, São Paulo Zona Leste, São Paulo",33.0,1.0,1800
851,leste,"Rua Cônego Antônio Lessa, Parque Da Mooca, São Paulo Zona Leste, São Paulo",35.0,1.0,1600
852,leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",49.0,2.0,1100
853,leste,"Rua Entá, Alto Da Mooca, São Paulo Zona Leste, São Paulo",40.0,1.0,1600
854,leste,"Rua Evaristo Vaz De Arruda, 5, Tatuapé, São Paulo Zona Leste, São Paulo",381.0,4.0,5500
855,leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",33.0,1.0,2150
856,leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",50.0,2.0,1610
857,leste,"Rua Granada, Parque Sevilha, São Paulo Zona Leste, São Paulo",100.0,2.0,2600
858,leste,"Rua Nova Trento, Vila Formosa, São Paulo Zona Leste, São Paulo",68.0,2.0,2350
859,leste,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",48.0,2.0,1350
860,leste,"Rua Marcos Arruda, Catumbi, São Paulo Zona Leste, São Paulo",30.0,1.0,1250
861,leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",32.0,1.0,1500
862,leste,"Rua Marcelo Muller, Jardim Independencia, São Paulo Zona Leste, São Paulo",25.0,1.0,969
863,leste,"Rua Bacabás, Parque São Lucas, São Paulo Zona Leste, São Paulo",50.0,1.0,800
864,leste,"Avenida Conselheiro Carrão,
                1038, Chácara Califórnia, São Paulo Zona Leste, São Paulo",45.0,,1050
865,leste,"Quarta Parada, São Paulo Zona Leste, São Paulo",264.0,,5500
866,leste,"Vila Ré, São Paulo Zona Leste, São Paulo",196.0,,6000
867,leste,"Rua Padre Raposo, 167, Moóca, São Paulo Zona Leste, São Paulo",240.0,,5500
868,leste,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",40.0,1.0,560
869,leste,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",50.0,1.0,660
870,leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",77.0,3.0,2750
871,leste,"Jardim Têxtil, São Paulo Zona Leste, São Paulo",325.0,,5500
872,leste,"Rua Cantagalo, 570, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",64.0,,5500
873,leste,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",,1.0,750
874,leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",6.0,1.0,299
875,leste,"Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo",47.0,2.0,1208
876,leste,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",65.0,2.0,1000
877,leste,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",49.0,2.0,835
878,leste,"Rua Colonial Das Missoes, Itaquera, São Paulo Zona Leste, São Paulo",39.0,2.0,1000
879,leste,"Vila Zelina, São Paulo Zona Leste, São Paulo",110.0,2.0,2000
880,leste,"Equici 314, Vila Esperança, São Paulo Zona Leste, São Paulo",45.0,1.0,1000
881,leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",6.0,1.0,299
882,leste,"Rua Lourenço Xavier, Jardim Helena, São Paulo Zona Leste, São Paulo",40.0,2.0,1000
883,leste,"Vila Antonieta, São Paulo Zona Leste, São Paulo",155.0,2.0,1580
884,leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",77.0,2.0,3500
885,leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1300.0,,18000
886,leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",30.0,,1500
887,leste,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",32.0,,700
888,leste,"Vila Matilde, São Paulo Zona Leste, São Paulo",75.0,3.0,2200
889,leste,"São Miguel Paulista, São Paulo Zona Leste, São Paulo",125.0,3.0,1800
890,leste,"Rua Moisés Justino, 183, Vila Nhocune, São Paulo Zona Leste, São Paulo",45.0,2.0,1350
891,leste,"Rua Atuai, Vila Esperança, São Paulo Zona Leste, São Paulo",92.0,3.0,2700
892,leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1200.0,,13000
893,leste,"Belenzinho, São Paulo Zona Leste, São Paulo",115.0,3.0,2300
894,leste,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",300.0,3.0,4000
895,leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",157.0,3.0,2500
896,leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,2.0,1900
897,leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",70.0,3.0,1500
898,leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",79.0,1.0,2800
899,leste,"Avenida Conselheiro Carrão,,
                549, Vila Carrão, São Paulo Zona Leste, São Paulo",280.0,,8500
900,leste,"Cangaíba, São Paulo Zona Leste, São Paulo",50.0,,1600
901,leste,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",70.0,2.0,1900
902,leste,"Jardim Colonial, São Paulo Zona Leste, São Paulo",60.0,2.0,1069
903,leste,"Rua Batista Fergusio, Vila Cardoso Franco, São Paulo Zona Leste, São Paulo",107.0,3.0,1350
904,leste,"Vila Granada, São Paulo Zona Leste, São Paulo",2600.0,,55000
905,leste,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",400.0,,30000
906,leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",35.0,1.0,2440
907,leste,"Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1320.0,,15000
908,leste,"Belenzinho, São Paulo Zona Leste, São Paulo",100.0,,3500
909,leste,"Catumbi, São Paulo Zona Leste, São Paulo",28.0,1.0,1200
910,leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",40.0,,2750
911,leste,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",900.0,,12000
912,leste,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",57.0,2.0,2000
913,leste,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",58.0,2.0,1400
914,leste,"José Manuel Martins, Itaquera, São Paulo Zona Leste, São Paulo",210.0,3.0,4950
915,leste,"Vila Mafra, São Paulo Zona Leste, São Paulo",60.0,2.0,1700
916,leste,"Rua Visconde De Balsemão, 191, Vila Mafra, São Paulo Zona Leste, São Paulo",60.0,2.0,1900
917,leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",180.0,3.0,4000
918,leste,"Rua Sebastião De Andrade, 258 - Vila Matilde, São Paulo - Sp, Brasil, Vila Matilde, São Paulo Zona Leste, São Paulo",40.0,1.0,600
919,leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",45.0,2.0,1100
920,leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",47.0,2.0,2000
921,leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",400.0,,10000
922,leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",38.0,,1200
923,leste,"Rua Miranorte, Vila Taquari, São Paulo Zona Leste, São Paulo",60.0,2.0,1300
924,leste,"Avenida Waldemar Tietz, Cidade Líder, São Paulo Zona Leste, São Paulo",58.0,2.0,1000
925,leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",40.0,,2750
926,leste,"Rua Bispo Eugênio Demazemod, Vila Alpina, São Paulo Zona Leste, São Paulo",55.0,2.0,1750
927,leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",25.0,,1450
928,leste,"Avenida Padres Olivetanos, Vila Esperança, São Paulo Zona Leste, São Paulo",30.0,1.0,1220
929,leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",30.0,1.0,1000
930,leste,"Rua Campinas Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",30.0,,1800
931,leste,"Rua Das Águias Reais, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",50.0,2.0,780
932,leste,"Rua Silva Lisboa, Vila Nhocune, São Paulo Zona Leste, São Paulo",70.0,2.0,1360
933,leste,"Rua Nélson Tartuce, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",40.0,1.0,990
934,leste,"Rua Itaueira, Vila Taquari, São Paulo Zona Leste, São Paulo",30.0,1.0,600
935,leste,"Rua Rosa Mendes, Jardim Penha, São Paulo Zona Leste, São Paulo",55.0,2.0,1100
936,leste,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",291.0,,13000
937,leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",55.0,,3000
938,leste,"Rua Barão De Abiaí, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",528.0,,13000
939,leste,"Rua Ibitirama 811, Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,,1600
940,leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1500.0,,16800
941,leste,"Rua São Gil, 67, Tatuapé, São Paulo Zona Leste, São Paulo",250.0,5.0,5400
942,leste,"Jardim Aricanduva, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",250.0,,2000
943,leste,"Avenida Celso Garcia 4707, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,1.0,1570
944,leste,"Rua Margarida De Lima, Tatuapé, São Paulo Zona Leste, São Paulo",45.0,1.0,1700
945,leste,"Rua Guaxupé, Vila Formosa, São Paulo Zona Leste, São Paulo",190.0,3.0,5800
946,leste,"Moóca, São Paulo Zona Leste, São Paulo",100.0,,2800
947,leste,"Rua Fernando Dondon, Tatuapé, São Paulo Zona Leste, São Paulo",110.0,2.0,1700
948,leste,"Vila Antonieta, São Paulo Zona Leste, São Paulo",,2.0,1100
949,leste,"Rua Enrico Bastiglia, Parque Da Mooca, São Paulo Zona Leste, São Paulo",60.0,2.0,1210
950,leste,"Rua Euclides Pacheco, Tatuapé, São Paulo Zona Leste, São Paulo",148.0,3.0,3200
951,leste,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",240.0,4.0,5000
952,leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",28.0,1.0,650
953,leste,"Rua Lagoa Do Campêlo, Itaquera, São Paulo Zona Leste, São Paulo",65.0,2.0,1550
954,leste,"Rua Capitão Ferraiuolo 266, Vila Invernada, São Paulo Zona Leste, São Paulo",50.0,2.0,1100
955,leste,"Rua Antonieta De Morais, Vila Matilde, São Paulo Zona Leste, São Paulo",67.0,3.0,1400
956,leste,"Rua Tuiuti, Tatuapé, São Paulo Zona Leste, São Paulo",81.0,3.0,2840
957,leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",37.0,1.0,800
958,leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",30.0,1.0,900
959,leste,"Rua Antônio Leite Penteado, Jardim Verônia, São Paulo Zona Leste, São Paulo",25.0,1.0,650
960,leste,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",76.0,2.0,1100
961,leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",26.0,1.0,890
962,leste,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",300.0,3.0,11000
963,leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",49.0,2.0,1260
964,leste,"Jardim Danfer, São Paulo Zona Leste, São Paulo",1360.0,,15000
965,leste,"Rua Baltazar Nunes, Vila Carmosina, São Paulo Zona Leste, São Paulo",47.0,2.0,1100
966,leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",100.0,2.0,1320
967,leste,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,2.0,2560
968,leste,"Rua João Cordeiro, Vila Carrão, São Paulo Zona Leste, São Paulo",480.0,4.0,10950
969,leste,"Rua Baltazar Nunes  600, Itaquera, São Paulo Zona Leste, São Paulo",48.0,2.0,1400
970,leste,"Avenida Cangaíba, Cangaíba, São Paulo Zona Leste, São Paulo",60.0,2.0,1200
971,leste,"Rua Francisco Gomes Da Rocha, Vila Antonieta, São Paulo Zona Leste, São Paulo",60.0,2.0,1520
972,leste,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo Zona Leste, São Paulo",41.0,1.0,1590
973,leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",65.0,2.0,1400
974,leste,"Rua Ignácio Alves De Mattos, Itaquera, São Paulo Zona Leste, São Paulo",120.0,3.0,3311
975,leste,"Rua Celestino Gonçalves Bueno, Vila Londrina, São Paulo Zona Leste, São Paulo",61.0,2.0,1000
976,leste,"Avenida Norberto Mayer, Vila Carrão, São Paulo Zona Leste, São Paulo",60.0,1.0,1100
977,leste,"Avenida Milene Elias, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",80.0,1.0,9380
978,leste,"Rua Oratório, Moóca, São Paulo Zona Leste, São Paulo",55.0,2.0,2000
979,leste,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",41.0,2.0,1000
980,leste,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",70.0,2.0,1300
981,leste,"Avenida Paranaguá, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",70.0,2.0,1200
982,leste,"Rua São João Da Bocaina, Chácara Mafalda, São Paulo Zona Leste, São Paulo",75.0,2.0,1600
983,leste,"Rua Asfaltite, Vila Formosa, São Paulo Zona Leste, São Paulo",76.0,2.0,1400
984,leste,"Rua José Manso, Vila Matilde, São Paulo Zona Leste, São Paulo",50.0,2.0,1700
985,leste,"Rua Mercedes Lopes, Vila Santana, São Paulo Zona Leste, São Paulo",60.0,2.0,1150
986,leste,"Rua Monguba, Vila Carrão, São Paulo Zona Leste, São Paulo",110.0,3.0,2200
987,leste,"Rua Vitoantônio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",57.0,1.0,1990
988,leste,"Avenida Matapi, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",45.0,2.0,1180
989,leste,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",42.0,2.0,1350
990,leste,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",78.0,3.0,2400
991,leste,"Rua Passo Fundo, Jardim De Lorenzo, São Paulo Zona Leste, São Paulo",186.0,4.0,5000
992,leste,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",53.0,2.0,1149
993,leste,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",200.0,2.0,920
994,leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",40.0,1.0,1650
995,leste,"Estrada Velha Da Penha, Tatuapé, São Paulo Zona Leste, São Paulo",90.0,3.0,2000
996,leste,"Rua Visconde De Parnaíba, Moóca, São Paulo Zona Leste, São Paulo",36.0,1.0,1700
997,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",74.0,2.0,2000
998,leste,"Avenida Osvaldo Valle Cordeiro, Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo",53.0,2.0,1140
999,leste,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",86.0,3.0,2600
1000,leste,"Rua Iguará, Vila Alpina, São Paulo Zona Leste, São Paulo",32.0,1.0,920
1001,leste,"Avenida Sapopemba, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",98.0,3.0,1820
1002,leste,"Rua Pastoril De Itapetinga, Jardim Danfer, São Paulo Zona Leste, São Paulo",120.0,3.0,2050
